latitud,longitud
20.774114000287394,-89.8204700000236
20.77564999982066,-89.81968300017715
20.775450000166195,-89.81816700022111
20.773997999607392,-89.81592899980878
20.941917000006214,-89.52361699971354
20.941549999942577,-89.52688300030614
20.941533000083332,-89.52975000006451
20.94215000031281,-89.53231699954542
20.950920000260176,-89.52696399950514
20.9508339996595,-89.52684999977559
20.768490000189665,-89.82368399999787
20.77905299983689,-89.81968099965037
20.851482999700405,-89.74391700027766
20.85996500036401,-89.76335300021107
20.879381999528896,-89.78405799970037
20.76139799959887,-89.71927799976844
20.879993170958553,-89.73308300006312
20.864706999630304,-89.75915099998659
20.85383799971357,-89.70370199959102
20.883181000238242,-89.81768299984111
20.94145999995372,-89.55017299995407
20.81865400012319,-89.64929599971715
20.851129000338105,-89.77636599967218
21.155533999865217,-89.23061200027108
20.849638000276663,-89.74370599969241
21.00155200016975,-89.23448799965462
20.996087999788436,-89.2305980000151
20.877976000210193,-89.32473299959676
20.855856000290004,-89.42308399957581
20.816539000045335,-89.25561999994329
20.831058999879474,-89.37878900029537
20.75856500025151,-89.57851700016974
20.69775100015189,-89.39395299956112
20.740812999956454,-89.30263699954467
21.0774269997779,-89.53618500039211
21.05614099982265,-89.52055299999408
21.15117799961431,-89.51980900030883
21.142724000251828,-89.52296000041525
21.19140599966149,-89.39036399960337
21.05742099970933,-89.32259899977079
21.01704000015146,-89.39808199975356
21.009257000353365,-89.41703699983441
21.080392999862053,-89.49955200044778
21.098955000296748,-89.15092499966117
21.153997999825897,-89.27730599973063
21.18141000031688,-89.39150600040794
21.22874299983636,-89.15514600025001
21.202363999782527,-89.25864100016213
20.577881000277547,-89.74143100005533
20.575452999695507,-89.72975900029911
20.587357999694643,-89.74394200034465
20.588489000137525,-89.75059999956495
20.905882999984875,-89.52784999981405
20.9673400001926,-89.54066400008384
20.776949999921893,-89.65967899958322
21.06566699960036,-89.69278300045721
21.029689999593206,-89.47562999961109
20.787278999960098,-89.65572999991558
21.178896999894924,-89.65131500034964
21.19909199981721,-89.65486200035514
20.857174000296553,-89.73976699976025
20.903813000278973,-89.74228100032815
20.929053999597695,-89.53326399977513
20.820572000169943,-89.66485000039951
20.866971999776585,-89.62498899959928
21.174582999772042,-89.65089999986475
20.87697700028465,-89.79164899981134
20.875951999974287,-89.73107600007837
20.858697000389327,-89.74487499965161
21.052632999548493,-89.9283330000499
21.029496999998585,-89.82931399997403
20.907242000123706,-89.9771240001307
20.488472000125313,-90.08258299957421
20.594333000407467,-90.0137049997725
20.905474000140774,-89.98049599962532
20.55869700023962,-89.70951500021134
20.230451999799506,-89.59911899974514
20.448154999620325,-89.30236499986972
20.38831400029278,-89.45343899973804
20.385810999624457,-89.52649399968232
20.02895999981325,-89.01004899971622
21.263182999557092,-88.17427100012942
21.1380799999105,-88.2750210002487
20.77385599965594,-88.04568600039299
20.432060999722296,-89.1668130003559
20.5627219997936,-88.96177200012528
20.56305399962819,-88.9447689996283
20.919805381196415,-89.89725732648903
21.036253881073193,-89.94032508429048
21.085365325315866,-89.94210672582244
20.912049572275546,-89.96160770569243
21.023796863978724,-89.5289172667827
20.66255607909465,-89.60529473081401
20.686393141024787,-89.62021542917692
20.685866395569377,-89.63731792777216
20.67793207097268,-89.67782199337526
20.69472206045622,-89.67074873778341
20.69409658436485,-89.693798401528
20.752882935830332,-89.84800307068156
20.752123189005992,-89.81761556471183
20.90090687133614,-89.99002380899742
20.903671853328532,-89.98428987504639
20.82367950551373,-89.21215720266302
20.823087454591764,-89.22194011338212
20.827248207618197,-89.44646319293415
20.81981468668377,-89.51604326566613
21.087852640780937,-89.47252880770692
21.09273922234244,-89.47597703682658
21.11609688072711,-89.47112281410884
21.119182622255252,-89.47935735046954
21.11104137824472,-89.47738669219517
21.08511773731016,-89.39767120799381
21.08676593995601,-89.39768840909832
21.08943752098534,-89.39778274855627
20.871684169980906,-89.26974718777872
20.86807765157809,-89.23734841451997
20.47353758393563,-89.35714337952898
20.72370514449077,-89.3112156344189
21.096909209591725,-89.69319684074098
20.941904513845863,-89.4208793062614
20.885668017401866,-89.91282367118154
20.885926921846075,-89.90825131122031
20.879030306692673,-89.78115621489003
20.8790010742276,-89.79214107947745
20.59421616444573,-89.35295171774048
20.876471382710726,-90.08392670789699
20.826403226541245,-90.13674510187947
21.115789804756833,-89.70133907714586
21.112013493603797,-89.70502996804818
21.12434168349448,-89.73675972370843
20.834978227071165,-89.50659082398431
20.87204357835397,-89.29482403432097
20.57325254366042,-89.77541784589924
20.537447460189266,-89.83113010752758
20.47567222685666,-89.602898443108
20.500876085438186,-89.6733990332035
20.68044860785993,-89.70937117532632
20.747975934285815,-89.82199685126045
20.899422634950557,-89.89250953584055
20.951915532932606,-89.94164751692493
20.972710183821594,-89.952037860505
20.968752739223355,-89.9489657929759
20.96801680818243,-89.95847150978057
21.05877806529315,-89.90155440743203
21.099013323409235,-89.69495923722556
20.892454637203056,-89.48090285002752
20.394608750270987,-88.97528107730443
20.409027239353748,-88.97635967366402
20.887935449516622,-89.20043733949244
20.95611114845137,-89.6958485009852
20.439747052675564,-89.54283915437647
20.14786276732944,-89.16418542123827
20.14471655450372,-89.17789510080476
20.13819511156202,-89.18011911549002
20.74607922526781,-89.81946240558563
21.02364139901595,-89.43550759634816
21.029222234667234,-89.29514332705297
20.91534612801285,-89.20465944191399
20.939875363846102,-89.22123292121216
20.95626389019381,-89.21641930038659
20.846232934954582,-89.1903709092102
21.026172351650516,-89.01357697471131
21.012692401111963,-89.068293829159
20.599189309497106,-89.90434055507946
20.944648981734538,-88.93219302945617
20.873047903824865,-88.93501444410828
20.811522790870026,-89.03588001792134
